"???","???????","??????????","?????????????","???????","????????","???????????","???????°æ??????","???????¢¨?","????????????","????????¢¨?","???????","???????????","???????????","????????","?????????","??????????","?????????????","????????????","???•Ë???????","???•Ë????????","??????","????????????","????????????","?????????????","???°æ??¨⁄?","???????(x)","???????(y)","????????????","??????????¨⁄?","???????¨⁄?","??????","???????","???????????","????????","????î≥??","????????","????????","?????","????????","?????????","??????????","?????????","???????","????????","???????","?®˘???","????????","?????????????•Ô?","???????","???????????","????????","?????????","???????????","?????????","?????????","????????????????","?????????????????","?????","???????????","????????????","?•‰???????","??????",
"69","????????","03_11_02_P","3580000","CDFI3261092014000001","2014-07-21","","03","???","03","???","2015-10-20","","","","032-761-1950","","409-892","????????? ?????? ?????? ?????? 310-3????","????????? ?????? ?????? ????????606???? 117","409-892","????????","2015-10-24 18:35:59","I","2018-08-31 23:59:59","","121681.837165013","414050.966626586","????????","","????????","2","???","","","???????","2","","","","","","","","","","","","","303","","","","","","","","","100000000","","","","303",
"70","????????","03_11_02_P","4510000","CDFI3261092004000001","2004-04-03","","03","???","03","???","2020-04-29","","","","041-932-8555","","355-943","??????? ????? ???¯™ 946-4????","??????? ????? ?????1?? 67-30 (???¯™)","33490","?????","2020-04-29 13:03:30","U","2020-05-01 02:40:00","","155443.806764546","313828.617094348","????????","","","3","","","","","2","1","","","","","","","","","","","","968.88","","","","","","","","","0","","","","969",
"71","????????","03_11_02_P","4510000","CDFI3261092010000001","2010-05-18","","03","???","03","???","2018-07-27","","","","041-931-4621","","355-944","??????? ????? ???¯™ 2213-13????","??????? ????? ???????13?? 11 (???¯™)","33489","?????","2018-07-27 17:51:03","I","2018-08-31 23:59:59","","155848.170908471","313408.477351652","????????","","????????","2","???","","","??????","2","0","","","Joon Pension","Tourism Pension","","","","","","","","310.72","","","","","","","","","130000000","","","","311",
"72","????????","03_11_02_P","4510000","CDFI3261092010000002","2010-08-18","","03","???","03","???","2019-01-02","","","","041-933-3261","","355-943","??????? ????? ???¯™ 2260-6????","??????? ????? ???????9?? 1 (???¯™)","33489","??????","2019-01-17 17:16:45","U","2019-01-19 02:40:00","","156040.809780998","312897.26655061","????????","","????????","3","???","","","","3","0","","","Hae nal Pension","Tourism Pension","","","","","","","","336.99","","","","","","","","","","","","","337",
"73","????????","03_11_02_P","4510000","CDFI3261092011000001","2011-03-14","","03","???","03","???","2020-05-15","","","","041-933-7139","","355-943","??????? ????? ???¯™ 2260-1????","??????? ????? ???? 132 (???¯™)","33489","??????","2020-05-15 17:08:45","U","2020-05-19 02:40:00","","155992.611645564","312937.55778563","????????","","????????","4","","","","","3","1","","","Blue Beach","Tourism Pension","","","","","","","","436.32","","","","","","","","","","","","","436",
"74","????????","03_11_02_P","4510000","CDFI3261092011000003","2011-07-06","","03","???","03","???","2022-10-14","","","","041-934-6346","","355-943","??????? ????? ???¯™ 2219-4","??????? ????? ???????13?? 14-18 (???¯™)","33489","???????????","2022-10-14 10:51:22","U","2022-10-16 02:40:00","","155897.066234372","313321.076392358","????????","","????????","3","???","","","??????","2","1","","","Sunshine Tourist Pension","Tourism Pension","","","","","","","","397.99","","","","","","","","","200000000","","","","398",
"75","????????","03_11_02_P","4510000","CDFI3261092012000001","2012-02-10","","03","???","03","???","2020-07-17","","","","041-936-4747","","355-943","??????? ????? ???¯™ 2220-1","??????? ????? ???? 176-11 (???¯™)","355-943","?????????","2020-07-20 10:13:09","U","2020-07-22 02:40:00","","155829.74819251","313319.368546131","????????","","????????","3","???","","","??????","2","1","","","Pension ATTRACT","Tourism Pension","","","","","","","","280.65","","","","","","","","","100000000","","","","281",
"76","????????","03_11_02_P","4510000","CDFI3261092012000004","2012-11-12","","03","???","03","???","2018-02-09","","","","041-933-4744","","355-943","??????? ????? ???¯™ 2213-7????","??????? ????? ???????13?? 15 (???¯™)","33489","??????","2018-02-12 07:53:30","I","2018-08-31 23:59:59","","155883.698311069","313426.858821721","????????","","????????","2","???","","","??????","2","0","","","Green Pension","Tourism Pension","","","","","","","","206.52","","","","","","","","","300000000","","","","207",
"77","????????","03_11_02_P","4510000","CDFI3261092012000007","2012-11-27","","03","???","03","???","2014-01-22","","","","041-931-7441","","355-943","??????? ????? ???¯™ 2219-3????","??????? ????? ???????13?? 14-16 (???¯™)","355-943","??????","2014-01-23 09:47:51","I","2018-08-31 23:59:59","","155890.92112599","313333.705080556","????????","","????????","2","???","","","??????","2","0","","","Mirae Pension","Tourism Pension","","","","","","","","295.26","","","","","","","","","300000000","","","","295",
"78","????????","03_11_02_P","4510000","CDFI3261092012000008","2012-12-20","","03","???","03","???","2017-09-15","","","","041-932-1291","","355-943","??????? ????? ???¯™ 2219-7????","??????? ????? ???????13?? 14-26 (???¯™)","33489","??????????","2017-09-18 09:53:32","I","2018-08-31 23:59:59","","155915.447271812","313283.035366056","????????","","????????","3","???","","","??????","2","1","","","Nano Tourism Pension","Tourism Pension","","","","","","","","440.85","","","","","","","","","200000000","","","","441",
"79","????????","03_11_02_P","4540000","CDFI3261092012000001","2012-05-31","","03","???","03","???","2014-11-26","","","","041-733-2639","","320-881","??????? ????? ????? ?????? 287-2????","??????? ????? ????? ???????2?? 63-3","","?????","2014-11-26 13:19:53","I","2018-08-31 23:59:59","","227039.763369072","295015.005872571","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"80","????????","03_11_02_P","4540000","CDFI3261092017000002","2017-06-07","","03","???","03","???","2020-01-31","","","","","","","??????? ????? ????? ???Ér 90????","??????? ????? ????? ???????? 62","33028","??? ???°¿?","2020-02-03 13:42:13","U","2020-02-05 02:40:00","","228038.224653765","295308.2319437","????????","","","3","???","","","??????","3","","","","","","","","","","","","","490.45","","","","","","","","","250000000","","","","490",
"81","????????","03_11_02_P","4510000","CDFI3261092013000003","2013-05-28","","03","???","03","???","2019-06-18","","","","041-933-3803","","355-943","??????? ????? ???¯™ 2303-2????","??????? ????? ????2?? 16-6 (???¯™)","355-943","?????????","2019-06-18 18:45:15","U","2019-06-20 02:40:00","","156474.087834177","312433.181188133","????????","","","3","???","","","??????","3","0","","","Daecheonzeulgyeochakki","Tourism Pension","","","","","","","","314.17","","","","","","","","","500000000","","","","314",
"82","????????","03_11_02_P","4510000","CDFI3261092013000005","2013-07-01","","03","???","03","???","2022-02-21","","","","041-927-7000","","355-943","??????? ????? ???¯™ 2302-7","??????? ????? ????2?? 16-17 (???¯™)","33488","??????????","2022-02-21 13:25:07","U","2022-02-23 02:40:00","","156511.269337897","312480.521072865","????????","","","3","???","","","??????","3","0","","","Daecheon Eco Pension","Tourism Pension","","","","","","","","380.04","","","","","","","","","500000000","","","","380",
"83","????????","03_11_02_P","4510000","CDFI3261092013000007","2013-07-05","","03","???","03","???","2020-04-29","","","","041-934-8188","","355-943","??????? ????? ???¯™ 2302-12????","??????? ????? ????2?? 16-3 (???¯™)","33488","???????","2020-04-29 13:03:18","U","2020-05-01 02:40:00","","156451.291182708","312448.477195829","????????","","","3","???","","","??????","3","0","","","Mama Pension","Tourism Pension","","","","","","","","378.84","","","","","","","","","500000000","","","","379",
"84","????????","03_11_02_P","5700000","CDFI3261092007000001","2007-08-09","","03","???","03","???","2017-09-22","","","","031-883-5034","","469-832","??? ????? ???? ?????? 13-3????","??? ????? ???? ???? 11","","????????????","2017-09-22 18:03:53","I","2018-08-31 23:59:59","","247365.325403725","433432.071911026","????????","???????","????????","2","???","","","???????","2","","","","","","","","","","","","","225.89","","","","","","","","","","","","","226",
"85","????????","03_11_02_P","4590000","CDFI3261092019000001","2019-04-29","","03","???","03","???","2021-12-13","","","","","","","??????? ??? ????? ???ïó 268-7","??????? ??? ????? ?????? 208-13","33344","?????????","2021-12-15 13:03:50","U","2021-12-17 02:40:00","","186106.347738466","327013.915468945","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"86","????????","03_11_02_P","3400000","CDFI3261092010000001","2010-08-31","","03","???","03","???","2017-07-31","","","","051-727-3111","","619-951","?•ÎÅç???? ???? ????? ???? 106-1????","?•ÎÅç???? ???? ????? ?????1?? 8-2","46028","?? ???","2017-07-31 14:05:41","I","2018-08-31 23:59:59","","404460.439853049","209446.131690339","????????","","","2","","","","","","","","","","","","","","","","","","143.26","","","","","","","","","400000000","","","","143",
"87","????????","03_11_02_P","4780000","CDFI3261092010000001","2010-12-09","","03","???","03","???","2013-11-15","","","","","","585-805","?????? ????? ????? ????? 373-1????","?????? ????? ????? ????? 20","585-805","??? ???","2013-11-18 13:18:30","I","2018-08-31 23:59:59","","174685.207864122","214681.159556709","????????","","?????????","","???","","","??????","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"88","????????","03_11_02_P","4690000","CDFI3261092017000001","2017-12-20","","03","???","03","???","2022-03-25","","","","","","","?????? ?????? ?????? 1590 ????Ér??????????????","?????? ?????? ??????? 26-4, ????Ér?????????????? (??????)","56212","????? ????? ?? ???","2022-03-25 16:39:31","U","2022-03-27 02:40:00","","186667.497975638","222905.296705535","????????","","????????","3","???","","","??????","3","","","","","","","","","","","","","392.24","","","","","","","","","300000000","","","","392",
"89","????????","03_11_02_P","4790000","CDFI3261092009000002","2009-06-16","","03","???","03","???","2009-12-31","","","","","","579-893","?????? ?•Ó?? ?????? ?????? 31-83????","?????? ?•Ó?? ?????? ???? 1227","56345","????? ???????","2020-04-07 18:16:25","U","2020-04-09 02:40:00","","165968.828951822","234181.731962723","????????","","????????","2","???","","","??????","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"90","????????","03_11_02_P","4740000","CDFI3261092012000003","2012-11-27","","03","???","03","???","2018-04-18","","","","","","568-811","?????? ????? ????? ??? 567-1????","?????? ????? ????? ?????? 8","55555","?????? ?ØC ??","2018-04-18 14:57:48","I","2018-08-31 23:59:59","","268062.071221655","267727.613360368","????????","","??????????","3","","","","","2","1","","","","","","","","","","","","495","","","","","","","","","50000000","","","","495",
"91","????????","03_11_02_P","4790000","CDFI3261092012000003","2012-11-09","","03","???","03","???","2014-11-25","","","","","","579-853","?????? ?•Ó?? ????? ????? 535-1????","?????? ?•Ó?? ????? ????? 3209","579-853","??????","2015-07-23 09:54:15","I","2018-08-31 23:59:59","","153306.060300442","233517.841029485","????????","","????????","2","???","","","??????","2","","","","","","","","","","","","","229.41","","","","","","","","","","","","","229",
"92","????????","03_11_02_P","4740000","CDFI3261092014000001","2014-12-08","","03","???","03","???","2019-07-02","","","","063-324-1004","","568-811","?????? ????? ????? ??? 463-2????","?????? ????? ????? ??????? 1048-23","55555","???","2019-07-02 17:12:34","U","2019-07-04 02:40:00","","268831.365860225","267721.349114349","????????","","????????","2","???","","","???????","2","0","","","MILEU","Tourist pension business","","","","","","","","22537","","","","","","","","","100000000","","","","22537",
"93","????????","03_11_02_P","4740000","CDFI3261092010000003","2010-08-04","","03","???","03","???","2014-12-15","","","","","","568-814","?????? ????? ????? ????? 318-1????","?????? ????? ????? ??????? 900-19","","??????????","2014-12-15 10:57:22","I","2018-08-31 23:59:59","","270015.689123631","267944.032447404","????????","","","2","","","","??????","2","","","","","","","","","","","","","173.98","","","","","","","","","360000000","","","","174",
"94","????????","03_11_02_P","4740000","CDFI3261092010000004","2010-08-05","","03","???","03","???","2014-12-10","","","","","","568-814","?????? ????? ????? ????? 742-4????","?????? ????? ????? ????? 50-32","","????????","2014-12-10 16:17:25","I","2018-08-31 23:59:59","","269501.286569967","267928.351126409","????????","","????????????","2","","","","??????","2","","","","","","","","","","","","","267.82","","","","","","","","","360000000","","","","268",
"95","????????","03_11_02_P","4740000","CDFI3261092010000005","2010-08-10","","03","???","03","???","2018-08-24","","","","","","568-823","?????? ????? ????? ???? 46-39????","?????? ????? ????? ??????? 96","","???????","2018-08-24 09:38:11","I","2018-08-31 23:59:59","","274823.987811631","265883.535387707","????????","","????????","2","","","","???????","2","","","","","","","","","","","","","155.39","","","","","","","","","","","","","155",
"96","????????","03_11_02_P","4740000","CDFI3261092011000003","2011-04-22","","03","???","03","???","2012-11-27","","","","","","568-811","?????? ????? ????? ??? 567-1????","?????? ????? ????? ?????? 8","","?????","2012-11-26 15:20:06","I","2018-08-31 23:59:59","","268062.071221655","267727.613360368","????????","","","2","","","","??????","","","","","","","","","","","","","","490.8","","","","","","","","","","","","","491",
"97","????????","03_11_02_P","4740000","CDFI3261092017000001","2017-11-30","","03","???","03","???","2018-07-23","","","","","","","?????? ????? ????? ????? 522-9????","?????? ????? ????? ?????1?? 129-15","55557","????????????","2018-07-23 11:34:46","I","2018-08-31 23:59:59","","269888.886410515","266608.008311626","????????","","????????????","3","","","","","2","1","","","","","","","","","","","","904.46","","","","","","","","","800000000","","","","904",
